text,label,task
no i don't work at the moment,2,gender
hi ! do you have a job ?,2,gender
i m a huge single malt scotch fan . what do you do for fun ?,2,gender
"aw , cats are awesome ! i love listening to music , especially jazz and blues music",2,gender
do you have any other pets ? i want pets but my house is too small,2,gender
"yeah , five definitely sounds like a handful ! do you enjoy where you live ?",2,gender
it s alright . once i have more money though i d like to move somewhere nicer,2,gender
i do when i have time . i build robots for people who compete .,2,gender
same here . i stay up late night . you ?,2,gender
i wish lunch would get here . we ordered chinese food .,2,gender
i know . its been an hour ! we are starving ! lol,2,gender
a bus card ? what is that ?,2,gender
"hello , what kinds of things do you like to do ?",2,gender
i enjoy business and politics . i'd like to start my own business .,2,gender
that is interesting . what do you study in college ?,2,gender
oh definitely . what kind of car do you drive ? i just got a chevrolet .,2,gender
nice ! i also like to hang with my friends and family .,2,gender
"no i am real super hero , my weakness is that i've an unhealthy diet though",2,gender
"i protect all citys , i run fast ! drinking a lot of sugary caffeine drinks",2,gender
i use my cheap car my dad bought me to deliver food as my alter ego,2,gender
save people from disasters . i just saved like 9 people right now oh wait 10,2,gender
haha its nothing thrilling . redoing my budget . unexpected car repair,2,gender
that's very true and with the weather moving in i don't want to be stranded .,2,gender
i am about to take a nice long walk to the supermarket .,2,gender
i don't work since i never take a bus and couldn't walk that far,2,gender
i walk around the graves of my parents . it brings me joy,2,gender
i might be . superheroes never reveal their true identity,2,gender
"wow that's interesting , do you bring them in the shower with you ?",2,gender
"i enjoy apples too , i was just wondering cause i usually sing in there .",2,gender
"i also do not eat meat , my dog is my best friend so i'd feel bad .",2,gender
"i love oranges , it is nice talking to you , i'm usually shy .",2,gender
"me either , i don't understand the appeal i think it is gross .",2,gender
d . c is crazy polarized these days .,2,gender
"careful , i understand there are some real legal pitfall with those crowd sourcing sights",2,gender
yes with my parents . they take me for sandwiches after,2,gender
what are your plans for this evening ?,2,gender
maybe watch some anime and play with my new laptop .,2,gender
going to put flowers on my grandparents grave . you ?,2,gender
hopefully a little gardening and a lot of chocolate eating,2,gender
"that is nice too , no long commute . any dinner plans ?",2,gender
"leftovers , i'm canadian and thanksgiving was yesterday",2,gender
oh that's to bad . i work at a gas station,2,gender
oh ok . we are going to europe soon i am so excited,2,gender
no we are going to italy,2,gender
great . me too since i have an mba .,2,gender
i hear you . my home russia is beautiful this time of year .,2,gender
still there ? good . my mba is from northwestern . you like travelling ? i do ?,2,gender
are you enjoying the weather ?,2,gender
what kind of hobbies do you like ?,2,gender
that's wonderful ! i am a mix of puerto rican and chinese ! and you ?,2,gender
"it absolutely is . chaotic , at times , but i wouldn't trade it",2,gender
i grew up in the south but currently in seattle . how about you ?,2,gender
chicago is pretty hot right now . several friends have relocated there,2,gender
i plan to travel with my husband when he retires next year .,2,gender
i've not traveled out of the country yet .,2,gender
i like taking walks . ireland sounds like a good place for a walk,2,gender
but for now i just have visits from my former students .,2,gender
i love to take walks too ! did you buy a pet ?,2,gender
oh you work there . that is awesome,2,gender
"wow , what is your favorite animal ?",2,gender
"i like dogs , but i plan to travel so it wouldn't work out",2,gender
but they are too crazy when traveling,2,gender
i hope you weren't affected by the recent hurricanes !,2,gender
"yes , i grew up with them , but not like this . they seem more extreme now",2,gender
that is what i feel like is great about fl ! you can have it all !,2,gender
have you ever been on an airboat ? so fun ! what do you hunt ?,2,gender
nice ! i would love to have a dog or a monkey ! that is my favorite animal !,2,gender
what do you do ? my job is so boring . . . and i go to school,2,gender
i was brewing my beer in the basement and saw the mailman out the window .,2,gender
"sure , you near portland ? lol",2,gender
i also like making my own coffee as well .,2,gender
"its award winning , the best",2,gender
going on tinder dates a lot,2,gender
writing anything interesting ? my computer never works quickly enough to write .,2,gender
it sure can be ! i wish i could make it faster .,2,gender
"very lucky . unfortunately , my glasses are dirty often so i've trouble reading paper .",2,gender
very difficult ! ! are yours ?,2,gender
i am a manager at mcdonalds,2,gender
lol sometimes . but i got tired of it since i see it everyday,2,gender
that sounds fun ! i had to drive 100 miles to track down the tale of genii,2,gender
"oh no , that is horrible . the people i pet sit for were in florida this weekend .",2,gender
"at least you are safe , that is all that matters .",2,gender
"that is the spirit . i am a positive person usually , despite loving seattle so much . kinda depressing .",2,gender
ahahah . good advice ! where is your ideal place to live ?,2,gender
robotics is my favorite subject,2,gender
who r u and wat is this,2,gender
i do not know what that is,2,gender
i like outside but i need meat,2,gender
i live outside and know noone .,2,gender
i live in house in trees far away,2,gender
"i don't know location , i never see another person . i don't know family",2,gender
i hunt for it . i use spear,2,gender
what is this thing store ?,2,gender
i work on the ranch here in texas .,2,gender
"yeah , except for the recent events . the ranch has a new pond !",2,gender
were you effected by it ?,2,gender
hello how are you ? let us chat .,2,gender
finance . i'm working at a bank now .,2,gender
"great that you like to eat the same thing . i don't have pets , apartment too small .",2,gender
i might consider it . sounds cool,2,gender
i like hiking in the woods . i grew up in the countryside .,2,gender
yes i miss the countryside since now i'm in the city .,2,gender
not so bad with my apartment though . but i need to be close to work .,2,gender
hello ! how is your day ? i just got back from surfing during low tide,2,gender
yes ! i should try the desert . i want to taste a grasshopper . where do you live ?,2,gender
"i do not go to college , do you ? i live in florida , just moved ere .",2,gender
i shop near the beach during high tide and surf during low tide . you ?,2,gender
that sounds good . have you ever deep fried a grasshopper ?,2,gender
i would really like to try that one day,2,gender
hi i love the car bentley,2,gender
wow where are you from then ?,2,gender
well i am from germany and it is awesome come visit one day,2,gender
me too it is so much fun to do .,2,gender
i am having udon noodles right now while chatting with you .,2,gender
"hi , how is it going i am just coming from my office job",2,gender
oh that is great ! i need to go there today to get items for my italian dinner,2,gender
"sure ! i love anything italian , i had it during my vacation in italy",2,gender
oh wow ! have you ever been to new york city ?,2,gender
"yes , they do , i love living in the big city",2,gender
you should that would be fun !,2,gender
"no , they don't . and the real librarians don't .",2,gender
i ate the best breakfast this morning !,2,gender
it was but i only put in cream . not a fan of sugar,2,gender
it was mine too . i've been doing my best to eat better tho,2,gender
its my only way of transportation lol,2,gender
"i like to climb , run with my dog and my passion is writing .",2,gender
you can make them it is just hard to get them right . lol,2,gender
i mix up i've read so many . seems to be a popular trend .,2,gender
